ID,Levy,Manufacturer,Model,Prod. year,Category,Leather interior,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Doors,Wheel,Color,Airbags,Price
45792218,764,KIA,Optima,2016,Sedan,Yes,Diesel,1.7,31965 km,4.0,Automatic,Front,04-May,Left wheel,White,4,
45805087,707,HYUNDAI,Tucson,2011,Jeep,Yes,Diesel,2,168037 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4,
45809999,1533,CHEVROLET,Impala,2016,Sedan,Yes,Petrol,3.6,83755 km,4.0,Automatic,Front,04-May,Left wheel,Black,4,
45770577,-,MITSUBISHI,Pajero IO 4/4,2001,Jeep,No,Petrol,2,140000 km,4.0,Automatic,4x4,04-May,Left wheel,White,4,
45768574,-,TOYOTA,Land Cruiser Prado,2012,Jeep,Yes,Petrol,4,78000 km,6.0,Automatic,4x4,04-May,Left wheel,White,12,
45052547,1292,MERCEDES-BENZ,GLE 400,2016,Jeep,Yes,Petrol,3.0 Turbo,79000 km,6.0,Tiptronic,4x4,04-May,Left wheel,White,12,
45803383,836,HYUNDAI,Sonata,2010,Sedan,Yes,Petrol,2,71941 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4,
45810987,1356,LEXUS,GX 460,2014,Jeep,Yes,Petrol,4.6,159784 km,8.0,Automatic,4x4,04-May,Left wheel,White,12,
45155741,473,CHEVROLET,Cruze RS,2014,Sedan,No,Petrol,1.4 Turbo,91000 km,4.0,Tiptronic,Rear,04-May,Left wheel,Silver,12,
45700703,779,INFINITI,M35,2013,Sedan,Yes,Hybrid,2.5,200000 km,4.0,Tiptronic,Rear,04-May,Left wheel,Silver,12,
45792318,764,KIA,Optima,2015,Sedan,Yes,Petrol,2,31105 km,4.0,Automatic,Front,04-May,Left wheel,White,4,
45725565,707,SSANGYONG,Actyon,2011,Jeep,Yes,Diesel,2,162238 km,4.0,Automatic,Front,04-May,Left wheel,Black,4,
45687711,-,BMW,"128 3,0",2009,Coupe,Yes,Petrol,3,187000 km,6.0,Manual,Rear,02-Mar,Left wheel,Black,6,
44922745,784,FORD,Fusion SE,2017,Sedan,Yes,Petrol,1.5,53116 km,4.0,Automatic,Front,04-May,Left wheel,Blue,8,
45776882,-,MERCEDES-BENZ,Smart FOR TWO,2000,Hatchback,No,Petrol,0.6 Turbo,130000 km,3.0,Tiptronic,Rear,02-Mar,Left wheel,Black,0,
44964915,-,TOYOTA,Prius C,2012,Hatchback,No,Petrol,1.5,187200 km,4.0,Automatic,Front,>5,Left wheel,Blue,6,
45806756,1533,CADILLAC,SRX,2016,Jeep,Yes,Petrol,3.6,49875 km,6.0,Automatic,4x4,04-May,Left wheel,White,12,
45792151,934,TOYOTA,RAV 4,2015,Jeep,Yes,Petrol,2.5,83896 km,4.0,Automatic,4x4,04-May,Left wheel,Grey,12,
45042355,765,FORD,Focus,2015,Hatchback,No,Petrol,2,129000 km,4.0,Tiptronic,Front,04-May,Left wheel,Red,12,
44588026,-,MERCEDES-BENZ,CLS 350,2005,Sedan,No,Petrol,3.5,171709 km,1.0,Automatic,Rear,04-May,Left wheel,Grey,0,
45645006,1537,TOYOTA,Highlander,2009,Jeep,Yes,Hybrid,3.3,251278 km,6.0,Automatic,4x4,04-May,Left wheel,Green,12,
45816107,751,HYUNDAI,Santa FE,2013,Jeep,Yes,Petrol,2.4,216614 km,4.0,Automatic,4x4,04-May,Left wheel,Grey,12,
45808738,474,CHEVROLET,Cruze,2013,Sedan,Yes,Petrol,1.4,120208 km,4.0,Automatic,Front,04-May,Left wheel,Blue,12,
45762077,-,NISSAN,Note,2013,Sedan,No,Petrol,1.2,94000 km,3.0,Automatic,Front,04-May,Left wheel,White,10,
45645035,502,HONDA,Civic,2013,Jeep,Yes,Hybrid,1.5,144872 km,4.0,Automatic,Front,04-May,Left wheel,White,0,
45815877,585,HYUNDAI,Elantra,2013,Sedan,Yes,Petrol,1.8,141603 km,4.0,Automatic,Front,04-May,Left wheel,Blue,12,
45776351,-,MERCEDES-BENZ,CLK 200,2000,Coupe,No,Petrol,2,87000 km,4.0,Tiptronic,Rear,02-Mar,Right-hand drive,Silver,6,
45780502,-,MERCEDES-BENZ,C 200,2004,Sedan,No,Petrol,1.8,96000 km,4.0,Tiptronic,Rear,04-May,Right-hand drive,Silver,8,
45812289,749,CHEVROLET,Captiva,2014,Jeep,Yes,Petrol,2.4,195069 km,4.0,Automatic,Front,04-May,Left wheel,White,12,
45733238,891,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,2,201876 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4,
45766093,639,AUDI,A4,2014,Sedan,Yes,Petrol,2,162032 km,4.0,Automatic,Front,04-May,Left wheel,Black,0,
45243735,-,KIA,Optima,2013,Sedan,No,Hybrid,2.4,103000 km,4.0,Tiptronic,Front,04-May,Left wheel,Beige,8,
45771090,308,TOYOTA,Prius,2014,Jeep,Yes,Hybrid,1.8,339710 km,4.0,Automatic,Front,04-May,Left wheel,White,12,
45768512,1646,LEXUS,GX 460,2015,Jeep,Yes,Petrol,4.6,188078 km,8.0,Automatic,4x4,04-May,Left wheel,Black,0,
45807080,1714,MERCEDES-BENZ,GLE 350,2017,Jeep,Yes,Petrol,3.5,39814 km,6.0,Automatic,4x4,04-May,Left wheel,Black,12,
45810025,1017,HONDA,Civic,2017,Sedan,Yes,Petrol,2,22180 km,4.0,Automatic,Front,04-May,Left wheel,Blue,4,
45771401,761,TOYOTA,Prius,2010,Sedan,Yes,Hybrid,1.8,383578 km,4.0,Automatic,Front,04-May,Left wheel,Black,12,
45815348,1273,LEXUS,RX 350,2015,Jeep,Yes,Petrol,3.5,71939 km,6.0,Automatic,4x4,04-May,Left wheel,Black,12,
45767915,308,TOYOTA,Prius,2014,Jeep,Yes,Hybrid,1.8,339710 km,4.0,Automatic,Front,04-May,Left wheel,White,12,
45803724,930,HYUNDAI,Tucson,2018,Jeep,Yes,Diesel,1.7,28676 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4,
45809204,502,HONDA,FIT,2013,Hatchback,Yes,Hybrid,1.5,116094 km,4.0,Automatic,Front,04-May,Left wheel,Blue,4,
45802279,862,HYUNDAI,H1,2011,Minivan,Yes,Diesel,2.5,66597 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4,
45760073,-,MERCEDES-BENZ,Vito,2010,Minivan,No,Diesel,2.2,315000 km,8.0,Manual,Rear,04-May,Left wheel,White,4,
45815424,-,NISSAN,Liberty Zapcasti,2002,Minivan,No,Petrol,2,17500 km,4.0,Variator,Front,04-May,Right-hand drive,Sky blue,9,
45611971,-,MITSUBISHI,Outlander,2015,Jeep,No,Petrol,2,65500 km,4.0,Variator,Front,04-May,Left wheel,Blue,8,
45642186,585,HYUNDAI,Elantra,2013,Hatchback,No,Petrol,1.8,56000 km,4.0,Tiptronic,Front,04-May,Left wheel,Black,8,
45655206,1058,TOYOTA,Highlander,2012,Jeep,Yes,Hybrid,3.5,0 km,6.0,Automatic,4x4,04-May,Left wheel,Silver,12,
45797830,1185,HYUNDAI,H1,2009,Minivan,Yes,Diesel,2.5,67413 km,4.0,Automatic,Front,04-May,Left wheel,Yellow,4,
45803957,1024,MERCEDES-BENZ,Sprinter,2010,Microbus,No,Diesel,2.5 Turbo,208000 km,4.0,Manual,Rear,04-May,Left wheel,White,2,
45613831,-,TOYOTA,Prius,2005,Sedan,Yes,Hybrid,1.5,260000 km,4.0,Variator,Front,04-May,Left wheel,Black,8,
45764107,1363,LEXUS,GX 460,2012,Jeep,Yes,Petrol,4.6,255406 km,8.0,Automatic,4x4,04-May,Left wheel,Black,0,
45757693,-,MERCEDES-BENZ,Sprinter,2013,Microbus,No,Diesel,2.2 Turbo,169000 km,4.0,Manual,Rear,04-May,Left wheel,White,8,
45808754,-,DAIHATSU,YRV,2001,Hatchback,No,Petrol,1.3,0 km,4.0,Manual,4x4,04-May,Right-hand drive,White,2,
45800894,1062,OPEL,Astra,2006,Hatchback,No,Petrol,1.4,77985 km,4.0,Manual,Front,04-May,Left wheel,Silver,8,
45802091,-,OPEL,Zafira,2008,Minivan,Yes,CNG,1.6,250000 km,4.0,Manual,Front,04-May,Left wheel,Beige,8,
45816525,753,HYUNDAI,Santa FE,2012,Jeep,Yes,Petrol,2.4,277440 km,4.0,Automatic,Front,04-May,Left wheel,White,12,
45765143,475,CHEVROLET,Volt,2012,Hatchback,Yes,Hybrid,1.4,162190 km,4.0,Automatic,Front,04-May,Left wheel,Blue,0,
43533639,-,CHEVROLET,Blazer,2001,Jeep,Yes,Petrol,4.2,1000 km,6.0,Automatic,4x4,04-May,Left wheel,Blue,6,
45646653,779,TOYOTA,Camry,2013,Sedan,Yes,Hybrid,2.5,124912 km,4.0,Automatic,Front,04-May,Left wheel,White,12,
45507041,-,FORD,Fusion,2013,Sedan,Yes,Hybrid,2,95000 km,4.0,Variator,Front,04-May,Left wheel,White,8,
37343271,-,MERCEDES-BENZ,Sprinter,2008,Microbus,Yes,Diesel,2.2 Turbo,18000 km,6.0,Manual,Rear,04-May,Left wheel,Beige,4,
45619300,1172,MERCEDES-BENZ,E 350,2011,Sedan,Yes,Diesel,3.5,122067 km,6.0,Automatic,4x4,04-May,Left wheel,White,12,
44803730,345,CHEVROLET,Volt,2016,Hatchback,Yes,Plug-in Hybrid,1.5,82000 km,4.0,Automatic,Front,04-May,Left wheel,Grey,12,
45656926,1850,MERCEDES-BENZ,ML 350,2008,Jeep,Yes,Diesel,3.5,366869 km,6.0,Automatic,4x4,04-May,Left wheel,Black,12,
45801808,-,BMW,318,1996,Sedan,No,CNG,1.9,58764542 km,4.0,Manual,Rear,04-May,Left wheel,Blue,1,
45808715,1051,HONDA,Accord,2016,Sedan,Yes,Petrol,2.4,39410 km,4.0,Automatic,Front,04-May,Left wheel,Red,12,
45499502,1515,FORD,Transit Connect,2005,Goods wagon,No,Diesel,1.8 Turbo,144000 km,4.0,Manual,Front,04-May,Left wheel,White,1,
45647769,779,TOYOTA,Camry,2013,Sedan,Yes,Hybrid,2.5,232032 km,4.0,Automatic,Front,04-May,Left wheel,Silver,12,
45621650,1172,MERCEDES-BENZ,E 350,2011,Sedan,Yes,Diesel,3.5,132630 km,6.0,Automatic,Rear,04-May,Left wheel,Silver,12,
45416185,751,JEEP,Patriot,2013,Jeep,No,Petrol,2.4,132800 km,4.0,Tiptronic,4x4,04-May,Left wheel,White,8,
45646998,1017,AUDI,Q7,2017,Jeep,Yes,Petrol,2,72643 km,4.0,Automatic,4x4,04-May,Left wheel,White,12,
45804140,707,HYUNDAI,Tucson,2011,Jeep,Yes,Diesel,2,93290 km,4.0,Automatic,Front,04-May,Left wheel,Black,4,
45784370,-,MERCEDES-BENZ,E 550,2009,Sedan,Yes,Petrol,5.5,248000 km,8.0,Tiptronic,Rear,04-May,Left wheel,Grey,12,
45780229,-,MERCEDES-BENZ,ML 350,2008,Jeep,Yes,Petrol,3.7,170333 km,6.0,Tiptronic,4x4,04-May,Left wheel,Black,10,
45805494,-,LEXUS,RX 450,2010,Jeep,Yes,Hybrid,3.5,195504 km,6.0,Tiptronic,4x4,04-May,Left wheel,White,12,
45796035,-,MITSUBISHI,Pajero IO,1998,Jeep,No,Petrol,1.8,153000 km,4.0,Automatic,4x4,04-May,Left wheel,Green,2,
45786708,-,MERCEDES-BENZ,E 220,2000,Sedan,No,Diesel,2.2 Turbo,334000 km,4.0,Tiptronic,Rear,04-May,Left wheel,Blue,4,
45417987,-,TOYOTA,VOXY,2003,Minivan,No,CNG,2,272000 km,4.0,Automatic,Front,04-May,Right-hand drive,Silver,5,
45809612,584,CHEVROLET,Cruze,2014,Sedan,Yes,Petrol,1.8,122913 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4,
42968989,-,MITSUBISHI,Pajero IO,2006,Jeep,No,Petrol,2.2,150000 km,8.0,Automatic,4x4,04-May,Left wheel,Silver,5,
45744756,966,DAEWOO,Lacetti,2009,Sedan,Yes,Petrol,2,74540 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4,
45797530,934,HYUNDAI,H1,2015,Universal,Yes,Diesel,2.5,145240 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4,
45793941,-,LAND ROVER,Discovery,2002,Jeep,Yes,Petrol,4,270000 km,8.0,Automatic,4x4,04-May,Left wheel,Grey,8,
45771406,1017,PORSCHE,macan,2017,Sedan,Yes,Petrol,2,128328 km,4.0,Automatic,4x4,04-May,Left wheel,Black,12,
45801703,531,HYUNDAI,Elantra,2012,Sedan,Yes,Petrol,1.6,108042 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4,
45773924,-,OPEL,Astra,1999,Coupe,No,Petrol,1.6,22000 km,4.0,Manual,Front,02-Mar,Left wheel,Green,0,
45764362,289,FORD,Escape,2008,Jeep,Yes,Hybrid,0.4,220474 km,4.0,Automatic,Front,04-May,Left wheel,Grey,0,
45783552,-,HONDA,Cr-v,1998,Jeep,Yes,Petrol,2,198000 km,4.0,Manual,4x4,04-May,Left wheel,Green,4,
45802667,640,HYUNDAI,Santa FE,2013,Jeep,Yes,Diesel,2,210000 km,4.0,Automatic,Front,04-May,Left wheel,White,4,
45732594,833,HYUNDAI,Santa FE,2015,Jeep,Yes,Diesel,2.2,54173 km,4.0,Automatic,Front,04-May,Left wheel,Blue,4,
45808821,-,TOYOTA,4Runner,1996,Jeep,No,Petrol,3.4,310000 km,6.0,Manual,4x4,04-May,Left wheel,Black,2,
44908783,1086,PORSCHE,Cayenne,2012,Jeep,Yes,Petrol,3.6,98000 km,6.0,Tiptronic,4x4,04-May,Left wheel,Black,12,
45651114,394,TOYOTA,Camry,2014,Sedan,Yes,Hybrid,2.5,102397 km,4.0,Automatic,Front,04-May,Left wheel,Black,12,
45367428,1481,FORD,Transit,2006,Goods wagon,No,Diesel,2.0 Turbo,1000 km,4.0,Manual,Front,04-May,Left wheel,Silver,2,
45800061,810,VOLKSWAGEN,Jetta,2016,Sedan,No,Petrol,1.8,0 km,4.0,Automatic,Front,04-May,Left wheel,White,0,
45325697,1292,MERCEDES-BENZ,GLE 400 A M G,2016,Jeep,Yes,Petrol,3.0 Turbo,89600 km,12.0,Tiptronic,4x4,04-May,Left wheel,Black,12,
45803587,639,HYUNDAI,Sonata,2014,Sedan,Yes,LPG,2,452747 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4,
45777529,474,CHEVROLET,Cruze,2013,Sedan,No,Petrol,1.4 Turbo,1000 km,4.0,Tiptronic,Front,04-May,Left wheel,Black,12,
45810933,448,HONDA,Insight,2012,Sedan,No,Hybrid,1.3,139000 km,4.0,Variator,Front,04-May,Left wheel,Silver,12,
45794564,893,HYUNDAI,Elantra,2008,Universal,Yes,Diesel,1.6,225000 km,4.0,Manual,Front,04-May,Left wheel,Grey,6,
45781947,-,PORSCHE,Cayenne S,2007,Jeep,Yes,Petrol,4.8,190000 km,8.0,Automatic,4x4,04-May,Left wheel,Black,8,
45725985,707,SSANGYONG,Actyon,2011,Sedan,Yes,Diesel,2,250109 km,4.0,Automatic,Front,04-May,Left wheel,Black,4,
45619066,1399,MERCEDES-BENZ,E 350,2010,Sedan,Yes,Diesel,3.5,256914 km,6.0,Automatic,4x4,04-May,Left wheel,Grey,12,
45810128,761,CHEVROLET,Lacetti,2010,Sedan,Yes,Petrol,1.8,71880 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4,
45450363,781,VOLKSWAGEN,Passat,2012,Sedan,Yes,Petrol,2.5,140000 km,5.0,Automatic,Front,04-May,Left wheel,Black,0,
45769847,308,TOYOTA,Prius,2014,Jeep,Yes,Hybrid,1.8,187334 km,4.0,Automatic,Front,04-May,Left wheel,White,12,
45733203,639,HYUNDAI,Sonata,2014,Sedan,Yes,LPG,2,636908 km,4.0,Automatic,Front,04-May,Left wheel,Orange,4,
45810528,642,CHEVROLET,Orlando,2012,Jeep,Yes,Diesel,2,99815 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4,
45793632,1090,CHEVROLET,Captiva,2008,Jeep,Yes,Diesel,2,77778 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4,
45779243,-,TOYOTA,Prius,2010,Sedan,No,Hybrid,1.8,173000 km,4.0,Automatic,Front,04-May,Left wheel,Black,12,
45184973,658,HONDA,Insight,2009,Hatchback,No,Hybrid,1.3,170000 km,4.0,Automatic,Front,04-May,Left wheel,Black,6,
45774960,271,TOYOTA,Prius C,2014,Hatchback,No,Hybrid,1.5,79000 km,4.0,Automatic,Front,04-May,Left wheel,Sky blue,12,
45641191,629,NISSAN,Juke,2015,Jeep,Yes,Petrol,1.6,103498 km,4.0,Automatic,4x4,04-May,Left wheel,Black,0,
45771007,1855,VOLKSWAGEN,Jetta,2011,Sedan,Yes,Diesel,2.0 Turbo,11000 km,4.0,Tiptronic,Front,04-May,Right-hand drive,Grey,12,
45638803,530,NISSAN,Juke,2013,Sedan,Yes,Petrol,1.6,108765 km,4.0,Automatic,4x4,04-May,Left wheel,Blue,0,
45773705,751,HYUNDAI,Tucson,2013,Jeep,Yes,Petrol,2.4,53717 km,4.0,Automatic,4x4,04-May,Left wheel,Silver,0,
45758555,-,OPEL,Combo,2004,Universal,No,Diesel,1.7 Turbo,150000 km,4.0,Manual,Front,04-May,Left wheel,Silver,4,
45811594,2297,MERCEDES-BENZ,G 63 AMG,2016,Jeep,Yes,Petrol,5.5,39325 km,8.0,Automatic,4x4,04-May,Left wheel,Black,12,
45800215,-,OPEL,Astra,2003,Hatchback,No,Diesel,2,688989 km,4.0,Manual,Front,04-May,Left wheel,White,0,
45800963,-,TOYOTA,Prius,2010,Sedan,Yes,Hybrid,1.8,261061 km,4.0,Automatic,Front,04-May,Left wheel,White,12,
45759129,2455,LEXUS,GX 470,2008,Jeep,Yes,Petrol,4.7,218126 km,8.0,Automatic,4x4,04-May,Left wheel,Black,0,
45647595,607,TOYOTA,Camry,2019,Sedan,Yes,Hybrid,2.5,9626 km,4.0,Automatic,Front,04-May,Left wheel,Black,12,
37136311,-,SKODA,Octavia,2004,Sedan,No,Petrol,2,1000 km,4.0,Manual,Front,04-May,Left wheel,Black,4,
45800560,919,FORD,Escape,2012,Jeep,Yes,Petrol,3,170000 km,6.0,Automatic,4x4,04-May,Left wheel,Black,12,
45768769,585,TOYOTA,Prius,2013,Hatchback,Yes,Hybrid,1.8,589523 km,4.0,Automatic,Front,04-May,Left wheel,Green,12,
45769639,1493,MERCEDES-BENZ,E 350,2016,Sedan,Yes,Diesel,3.5,77205 km,6.0,Automatic,Rear,04-May,Left wheel,Grey,12,
45797700,1024,HYUNDAI,H1,2010,Minivan,Yes,Diesel,2.5,58958 km,4.0,Automatic,Front,04-May,Left wheel,Black,4,
45759570,-,TOYOTA,Land Cruiser Prado,2014,Jeep,No,Diesel,3.0 Turbo,120000 km,11.0,Tiptronic,4x4,04-May,Left wheel,White,12,
45690838,-,NISSAN,Altima,2008,Sedan,Yes,Hybrid,2.5,270400 km,4.0,Variator,Front,04-May,Left wheel,White,8,
45803283,639,HYUNDAI,Sonata,2014,Sedan,Yes,LPG,2,406314 km,4.0,Automatic,Front,04-May,Left wheel,White,4,
45770831,-,NISSAN,Tiida,2005,Hatchback,Yes,LPG,1.5,167000 km,4.0,Automatic,Front,04-May,Right-hand drive,Golden,2,
45774220,1053,MERCEDES-BENZ,E 350,2014,Sedan,Yes,Diesel,3.5,149486 km,6.0,Automatic,4x4,04-May,Left wheel,Silver,12,
45776543,1024,FORD,Fusion,2010,Sedan,No,Petrol,2.5,136000 km,4.0,Automatic,Front,04-May,Left wheel,Carnelian red,6,
45770176,891,FORD,Focus,2016,Sedan,No,Petrol,2,131200 km,4.0,Automatic,Front,04-May,Left wheel,Grey,0,
44933528,-,FORD,C-MAX SEL,2016,Sedan,Yes,Hybrid,2,115000 km,4.0,Tiptronic,Front,04-May,Left wheel,Black,12,
45807641,2040,SUBARU,Crosstrek,2015,Jeep,No,Petrol,2,115000 km,6.0,Tiptronic,Front,04-May,Right-hand drive,Beige,12,
45625946,915,BMW,X5,2014,Jeep,Yes,Diesel,3,141384 km,6.0,Automatic,4x4,04-May,Left wheel,Blue,0,
45808920,614,DAEWOO,Gentra,2009,Sedan,Yes,Petrol,1.2,171138 km,4.0,Automatic,Front,04-May,Left wheel,Blue,4,
45667777,1437,OPEL,Combo,2004,Goods wagon,No,Diesel,1.7 Turbo,170379 km,4.0,Manual,Front,04-May,Left wheel,White,2,
45775852,-,TOYOTA,Prius C,2012,Sedan,No,Hybrid,1.4,11111 km,4.0,Automatic,Front,04-May,Left wheel,Red,7,
45797230,583,HYUNDAI,Elantra,2011,Sedan,Yes,Petrol,1.6,174391 km,4.0,Automatic,Front,04-May,Left wheel,White,4,
42717795,1266,TOYOTA,Aqua,2014,Sedan,No,Hybrid,1.5,138000 km,4.0,Automatic,Front,04-May,Right-hand drive,White,4,
45602165,-,OPEL,Astra G,2000,Hatchback,No,CNG,1.6,777 km,4.0,Manual,Front,04-May,Left wheel,Blue,2,
45810324,1415,PORSCHE,Cayenne,2013,Jeep,Yes,Petrol,4.8,191854 km,8.0,Automatic,4x4,04-May,Left wheel,Black,12,
44672414,-,MERCEDES-BENZ,Sprinter,2016,Microbus,Yes,Diesel,3.0 Turbo,99000 km,6.0,Automatic,Rear,>5,Left wheel,White,2,
45685488,-,NISSAN,March,2011,Sedan,No,Petrol,0.7,73000 km,3.0,Automatic,Front,04-May,Right-hand drive,Brown,6,
45727223,642,SSANGYONG,Korando,2012,Jeep,Yes,Diesel,2,95207 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4,
45801870,-,OPEL,Astra,1998,Sedan,No,Petrol,1.2,2000 km,4.0,Manual,Front,04-May,Left wheel,White,0,
45802502,583,HYUNDAI,I30,2011,Hatchback,Yes,Diesel,1.6,51859 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4,
45769458,585,HYUNDAI,Elantra,2013,Jeep,Yes,Petrol,1.8,0 km,4.0,Automatic,Front,04-May,Left wheel,Silver,12,
45810038,891,HONDA,Civic,2016,Sedan,Yes,Petrol,2,33454 km,4.0,Automatic,Front,04-May,Left wheel,Black,4,
45760849,-,MERCEDES-BENZ,Vito,1998,Minivan,No,CNG,2.3,335000 km,4.0,Manual,Front,04-May,Left wheel,Silver,2,
45764537,259,CHEVROLET,Volt,2014,Hatchback,Yes,Hybrid,1.4,112123 km,4.0,Automatic,Front,04-May,Left wheel,Silver,0,
45732951,640,HYUNDAI,Sonata,2013,Sedan,Yes,LPG,2,53000 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4,
45788529,-,KIA,Optima,2012,Sedan,Yes,Hybrid,2.4,80000 km,8.0,Automatic,Front,04-May,Left wheel,Grey,8,
45771943,761,TOYOTA,Prius,2010,Hatchback,Yes,Hybrid,1.8,135797 km,4.0,Automatic,Front,04-May,Left wheel,Red,0,
45768486,1058,TOYOTA,Highlander,2012,Jeep,Yes,Petrol,3.5,140966 km,6.0,Automatic,4x4,04-May,Left wheel,Black,12,
45789693,-,BMW,525,1994,Universal,Yes,Petrol,2.5,304000 km,6.0,Manual,Rear,04-May,Left wheel,Carnelian red,2,
45755042,394,TOYOTA,Avalon,2014,Sedan,Yes,Hybrid,2.5,189216 km,4.0,Automatic,Front,04-May,Left wheel,Black,12,
45735128,761,TOYOTA,Prius,2010,Hatchback,Yes,Hybrid,1.8,166380 km,4.0,Automatic,Front,04-May,Left wheel,Silver,12,
45753103,-,MERCEDES-BENZ,ML 350,2008,Jeep,Yes,Petrol,3.5,160000 km,8.0,Tiptronic,4x4,04-May,Left wheel,Black,12,
45810275,1211,BMW,528,2010,Sedan,Yes,Petrol,3,148094 km,6.0,Tiptronic,Rear,04-May,Left wheel,Black,10,
45658762,690,LEXUS,RX 450,2016,Jeep,Yes,Hybrid,3.5,0 km,6.0,Automatic,Front,04-May,Left wheel,Grey,12,
45800624,1018,FORD,Escape,2011,Jeep,Yes,Petrol,3,143000 km,6.0,Automatic,4x4,04-May,Left wheel,Beige,12,
45812951,-,MERCEDES-BENZ,E 200,1995,Sedan,No,Petrol,2,0 km,4.0,Manual,Rear,04-May,Left wheel,Blue,2,
43333466,1163,TOYOTA,Vitz,2010,Hatchback,No,Petrol,1,113000 km,4.0,Automatic,Front,04-May,Right-hand drive,Silver,8,
44312106,-,SUZUKI,Aerio,2001,Hatchback,No,Petrol,1.5,202000 km,2.0,Automatic,Front,04-May,Right-hand drive,White,6,
45730705,528,HYUNDAI,Elantra,2014,Sedan,Yes,Petrol,1.6,58317 km,4.0,Automatic,Front,04-May,Left wheel,Black,4,
45815351,1399,LEXUS,RX 350,2010,Jeep,Yes,Petrol,3.5,138211 km,6.0,Automatic,4x4,04-May,Left wheel,Black,12,
45732078,1174,HYUNDAI,Santa FE,2020,Jeep,Yes,Diesel,2.2,12458 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4,
44530076,-,OPEL,Astra,1999,Universal,No,CNG,1.6,263000 km,4.0,Manual,Front,04-May,Left wheel,Silver,2,
45656505,1399,LEXUS,RX 450,2010,Jeep,Yes,Hybrid,3.5,315270 km,6.0,Automatic,4x4,04-May,Left wheel,Grey,12,
45655621,402,HYUNDAI,Ioniq,2017,Sedan,Yes,Hybrid,1.6,38403 km,4.0,Automatic,Front,04-May,Left wheel,Grey,12,
45731522,1091,HYUNDAI,H1,2016,Universal,Yes,Diesel,2.5,133687 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4,
45802208,1091,HYUNDAI,H1,2016,Minivan,Yes,Diesel,2.5,80863 km,4.0,Automatic,Front,04-May,Left wheel,White,4,
45797267,966,HYUNDAI,Genesis,2009,Coupe,Yes,Petrol,2,134000 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4,
45773520,382,CHEVROLET,Volt,2017,Hatchback,Yes,Hybrid,1.5,81440 km,4.0,Automatic,Front,04-May,Left wheel,Black,0,
45804287,749,JEEP,Compass,2014,Jeep,Yes,Petrol,2.4,84427 km,4.0,Automatic,Front,04-May,Left wheel,Black,4,
45813921,1079,MERCEDES-BENZ,CLA 250,2018,Hatchback,Yes,Petrol,2,41970 km,4.0,Automatic,Front,04-May,Left wheel,Black,12,
45787035,-,FORD,Transit,1996,Microbus,No,Diesel,2.5 Turbo,1111 km,1.0,Manual,Rear,02-Mar,Left wheel,Silver,2,
45760151,-,KIA,Optima,2013,Sedan,No,Hybrid,2.4,1000 km,4.0,Automatic,Front,04-May,Left wheel,Black,10,
45809291,503,TOYOTA,Aqua,2012,Hatchback,Yes,Petrol,1.5,86500 km,4.0,Automatic,Front,04-May,Left wheel,White,4,
45812993,639,VOLKSWAGEN,Jetta,2014,Sedan,Yes,Petrol,2,172056 km,4.0,Automatic,Front,04-May,Left wheel,Black,12,
45040082,-,FORD,Escape HYBRID,2010,Jeep,No,Hybrid,2.5,93000 km,4.0,Variator,4x4,04-May,Left wheel,White,10,
45742224,-,HONDA,FIT,2003,Hatchback,No,Petrol,1.5,0 km,4.0,Automatic,Front,04-May,Right-hand drive,White,4,
45771209,1172,MERCEDES-BENZ,E 350,2011,Coupe,Yes,Diesel,3.5,170429 km,6.0,Automatic,Rear,02-Mar,Left wheel,Silver,12,
45786465,-,VOLKSWAGEN,CC,2013,Sedan,Yes,Petrol,3.6,101000 km,8.0,Automatic,Front,04-May,Left wheel,Grey,8,
45604712,-,NISSAN,Note,2005,Hatchback,No,Petrol,1.5,138000 km,4.0,Variator,Front,04-May,Right-hand drive,Silver,4,
45765593,1190,TOYOTA,Tacoma,2014,Sedan,Yes,Petrol,4,238203 km,6.0,Automatic,4x4,04-May,Left wheel,Grey,12,
45810393,-,MERCEDES-BENZ,C 280,2005,Sedan,No,Petrol,3,101000 km,4.0,Tiptronic,4x4,04-May,Left wheel,White,0,
